genre,director_popularity,budget_musd,runtime_min,release_year,social_buzz,critic_score,star_power,audience_rating
Comedy,0.239,23.091,117,2014,0.565,72.967,0.557,8.235
SciFi,0.568,58.884,104,1995,0.255,72.595,0.442,8.106
Horror,0.505,28.593,117,2016,0.495,36.719,1.0,8.532
Animation,0.611,38.878,103,2006,0.118,84.513,0.521,8.861
Drama,0.622,15.566,117,2008,0.233,40.101,0.421,7.293
Animation,0.765,12.7,126,2020,0.737,55.934,0.363,9.442
Comedy,0.618,52.038,101,2007,0.188,91.16,0.37,9.978
Comedy,0.284,34.189,101,2006,0.292,49.507,0.538,7.769
Animation,0.475,20.639,85,2014,0.408,85.234,0.694,9.114
Horror,0.582,14.161,114,2012,0.411,15.653,0.817,7.48
SciFi,0.3,21.522,106,2017,0.712,93.295,0.459,9.414
Drama,0.484,41.767,111,2003,0.349,50.261,0.86,8.811
Horror,0.274,15.306,102,2019,0.65,64.854,0.803,7.398
Drama,0.494,15.376,111,2013,0.241,87.128,0.598,9.071
Romance,0.713,28.524,104,1995,0.52,64.844,0.344,8.871
Drama,0.378,20.763,109,1997,0.303,55.622,0.628,7.671
Action,0.741,31.968,106,2019,0.557,83.207,0.48,10.0
Drama,0.212,31.533,104,2002,0.559,28.933,0.672,7.362
Horror,0.477,52.953,117,1997,0.236,60.69,0.215,6.282
Horror,0.492,45.498,87,2007,0.577,65.481,0.246,8.945
Animation,0.304,50.077,119,2023,0.396,47.952,0.668,7.59
SciFi,0.569,31.103,77,2000,0.666,58.587,0.444,8.286
Action,0.331,22.962,89,2021,0.453,63.841,0.735,8.344
Animation,0.538,27.37,118,2002,0.394,33.731,0.691,7.758
Action,0.418,12.839,123,2016,0.612,91.837,0.065,8.709
Action,0.397,27.595,108,2023,0.24,85.66,0.071,7.576
SciFi,0.23,47.873,111,2011,0.34,52.291,0.584,8.87
Romance,0.194,13.815,90,2013,0.771,54.005,0.609,8.255
Romance,0.215,8.523,90,2019,0.249,66.75,0.489,6.668
Romance,0.481,32.834,103,1999,0.313,69.827,0.596,7.658
Animation,0.543,6.326,100,2019,0.941,79.07,0.389,8.686
Horror,0.401,36.114,115,2019,0.536,83.053,0.994,8.402
Horror,0.132,39.792,135,2013,0.71,90.642,0.554,8.168
SciFi,0.687,0.5,90,2008,0.519,53.524,0.0,6.672
Comedy,0.158,13.84,113,2024,0.773,56.282,0.594,7.904
Drama,0.626,47.585,115,2017,0.642,45.803,0.293,7.882
Action,0.039,24.96,100,2005,0.255,100.0,0.46,8.135
Drama,0.337,45.018,126,2007,0.463,60.58,0.447,7.91
Comedy,0.71,41.599,110,2014,0.0,57.79,0.457,8.786
SciFi,0.492,17.908,116,2017,0.055,83.369,0.904,7.991
Horror,0.204,28.844,102,2010,0.0,64.569,0.316,7.064
Romance,0.481,40.53,133,2011,0.84,42.927,0.298,8.245
Horror,0.463,23.301,100,2019,0.15,53.304,0.806,8.396
SciFi,0.509,30.45,134,1998,0.34,30.139,0.588,7.889
Drama,0.471,59.783,118,2001,0.845,69.1,0.851,9.891
Animation,0.571,28.658,114,2000,0.62,52.478,0.347,9.137
Drama,0.859,44.354,84,2005,0.501,61.286,0.663,8.563
SciFi,0.237,29.052,99,2015,0.774,52.207,0.218,8.488
Action,0.61,12.213,119,1998,0.4,34.411,0.409,7.663
Animation,0.304,32.596,113,1999,0.506,70.996,0.344,8.642
Animation,0.547,46.172,70,2008,0.683,95.35,0.482,9.973
Drama,0.564,16.106,97,2005,0.209,87.657,0.496,9.404
Action,0.197,40.609,132,2004,0.714,32.838,0.593,8.167
Drama,0.559,49.726,79,1999,0.197,81.007,0.426,8.368
Drama,0.627,16.163,103,2021,0.578,62.683,0.221,8.016
Horror,0.948,30.162,106,1999,0.734,82.677,0.063,8.526
Comedy,0.674,24.974,95,2011,0.51,41.733,0.676,7.337
Animation,0.782,21.884,140,2021,0.408,56.41,0.043,8.764
Action,0.351,15.719,129,2009,0.689,64.863,0.097,9.013
Horror,0.0,59.682,120,1996,0.456,45.037,0.808,6.613
SciFi,0.329,13.348,120,1999,0.35,74.268,0.766,6.602
Animation,0.83,8.854,113,2003,0.56,72.158,0.78,9.926
SciFi,0.967,28.367,108,2008,0.0,88.343,0.808,8.752
Horror,0.687,58.401,78,2024,1.0,80.638,0.284,9.506
Romance,0.26,0.603,87,2012,0.503,78.188,0.231,6.476
Horror,0.29,24.229,89,2006,0.51,78.841,0.366,7.52
SciFi,0.643,38.527,126,2022,0.688,35.194,0.543,8.157
Comedy,0.236,15.011,130,1999,0.449,80.198,0.486,9.207
Drama,0.578,23.59,130,2016,0.316,32.214,0.709,8.592
Romance,0.97,17.028,102,2002,0.842,83.279,0.096,8.988
Comedy,0.244,29.141,112,2011,0.61,48.743,0.705,8.986
SciFi,0.449,30.728,97,2005,0.326,72.339,0.287,8.475
Romance,0.796,51.632,134,2005,0.215,48.74,0.676,8.613
Comedy,0.425,39.319,94,2008,0.377,32.755,0.761,8.963
SciFi,0.787,42.593,101,2024,1.0,51.417,0.646,8.929
Animation,1.0,39.423,97,2023,0.725,81.993,0.508,9.682
Action,0.712,15.424,114,1998,0.744,58.811,0.357,9.259
Animation,0.54,0.5,93,2022,0.166,72.367,0.323,7.255
Drama,0.336,36.511,116,2002,0.856,60.13,0.155,8.677
Animation,0.474,31.353,92,2015,0.507,73.506,0.756,9.37
Horror,0.487,46.831,120,2016,0.533,69.11,0.34,7.05
Romance,0.639,12.632,118,2010,0.572,70.797,0.76,9.04
Animation,0.802,16.32,158,2003,0.617,54.875,0.163,7.476
Horror,0.303,36.803,125,1999,0.434,66.999,0.285,8.807
Action,0.711,23.955,94,2005,0.873,76.627,0.754,9.986
Action,0.802,26.768,134,1997,0.0,53.977,0.519,7.019
SciFi,0.166,23.211,119,2007,0.568,75.788,0.423,7.97
Animation,0.493,30.643,95,2018,0.838,64.435,0.388,9.704
Drama,0.366,25.878,89,2016,0.274,80.216,0.687,8.973
Romance,0.274,30.864,112,2002,0.512,86.015,0.219,8.055
Drama,0.329,38.936,118,1995,0.689,64.605,0.849,8.598
Comedy,0.657,54.382,120,2007,0.526,58.04,0.592,9.703
Comedy,0.38,0.5,107,2012,0.142,57.325,0.38,7.958
Romance,0.715,32.145,101,2005,0.464,77.747,0.823,10.0
Drama,0.732,21.603,87,2001,0.768,47.183,0.357,9.055
Comedy,0.622,33.326,122,2022,0.481,97.483,0.571,10.0
Animation,0.301,25.973,111,2018,0.812,60.811,0.574,9.107
Comedy,0.792,35.769,127,1997,0.761,41.756,0.398,8.058
Drama,0.11,34.039,105,2001,0.268,35.117,0.591,6.803
Action,0.418,40.358,107,2000,0.566,68.465,0.324,8.364
Romance,0.419,19.698,117,2009,0.613,43.637,0.526,7.93
Comedy,0.318,20.006,127,2003,0.513,57.079,0.653,7.082
Animation,0.538,47.319,116,2023,0.441,57.639,0.395,8.476
Horror,0.501,17.604,109,2013,0.035,59.052,0.658,7.102
Horror,0.905,47.437,70,1999,0.61,58.229,0.305,8.914
Horror,0.668,23.358,118,2007,0.48,81.6,0.638,9.104
Animation,0.52,14.623,104,2001,0.751,55.004,1.0,9.618
Action,0.454,32.713,97,1995,0.662,59.563,0.595,7.749
Romance,0.445,22.104,101,1995,0.263,50.982,0.674,7.539
Action,0.0,5.436,132,2015,0.648,79.058,0.543,8.398
Comedy,0.523,20.354,86,2009,0.514,45.573,0.421,7.244
Animation,0.721,44.062,115,1996,0.73,51.762,0.284,10.0
Horror,0.606,13.976,132,2010,0.837,56.16,0.49,8.547
Romance,0.409,25.613,99,2025,0.876,46.771,0.264,8.6
Action,0.436,31.93,111,2012,0.729,78.008,0.23,9.496
SciFi,0.6,60.363,124,2007,0.15,73.697,0.482,8.788
Drama,0.809,40.334,124,2010,0.867,72.51,0.367,9.958
Animation,0.194,44.901,116,2008,0.319,67.138,0.507,7.507
Animation,0.59,0.5,126,1995,0.659,75.275,0.739,8.102
Drama,0.691,32.469,110,2009,0.522,67.964,0.899,10.0
Animation,0.437,43.077,118,2006,0.179,61.754,0.39,8.395
Drama,0.634,35.112,102,2003,0.74,78.641,0.584,9.456
Comedy,0.829,52.467,125,2017,1.0,52.451,0.31,9.099
Horror,0.833,54.405,128,2011,0.673,52.979,0.266,7.356
Drama,0.632,38.792,97,2001,0.276,71.359,0.631,9.014
Drama,0.447,12.928,96,2007,0.271,63.309,0.491,7.824
Comedy,0.441,77.027,101,2017,0.219,67.315,0.463,7.606
Comedy,0.723,8.601,117,1995,0.594,52.291,0.339,7.989
Animation,0.63,44.551,128,2017,0.065,68.457,0.716,9.242
Animation,0.372,36.537,117,1999,0.795,53.85,0.881,9.758
Horror,0.072,8.848,130,2015,0.558,73.317,0.319,7.186
Romance,0.672,50.19,124,1996,0.231,79.919,0.788,8.899
Romance,0.512,35.503,109,2014,0.658,88.536,0.592,9.698
Comedy,0.539,42.241,99,2011,0.213,77.136,0.776,8.92
Animation,0.281,27.284,115,2021,0.473,78.631,0.569,8.815
Horror,0.384,47.402,105,2012,0.44,72.479,0.467,9.199
Animation,0.509,27.587,121,2016,0.743,86.354,0.181,9.624
Animation,0.561,36.375,94,2001,0.588,79.395,0.404,8.935
Action,0.193,44.601,105,2004,0.493,61.435,0.507,8.188
SciFi,0.405,38.455,113,2005,0.284,73.603,0.759,8.175
Action,0.766,29.426,105,2010,0.554,52.812,1.0,9.694
Drama,0.787,32.514,86,2006,0.675,49.157,0.489,8.287
Action,0.593,38.674,96,2000,0.571,65.371,0.456,8.312
SciFi,0.402,17.99,125,2007,0.127,84.826,0.201,8.471
Drama,0.392,19.416,104,2014,0.169,66.788,0.951,9.315
SciFi,0.418,11.486,90,2012,0.532,57.494,0.036,7.142
SciFi,0.454,45.272,100,1996,0.205,53.896,0.414,8.026
Animation,0.438,52.874,105,2008,0.382,67.521,0.236,8.571
Comedy,0.604,41.43,108,2007,0.593,69.115,0.435,8.117
SciFi,0.527,24.449,114,2014,0.413,56.689,1.0,8.66
Romance,0.536,50.43,120,2008,0.46,20.574,0.597,7.367
Comedy,0.718,0.5,106,2010,0.296,56.293,0.945,7.85
Horror,0.449,24.599,85,2017,0.016,66.517,0.547,6.395
Comedy,0.568,47.599,93,2005,0.418,42.869,0.0,7.357
Action,0.692,25.509,113,2018,0.624,87.866,0.286,9.068
Drama,0.0,38.474,77,2025,0.108,64.56,0.555,7.214
Romance,0.283,18.849,114,2019,0.547,55.604,0.419,7.421
Action,0.745,6.73,100,2020,0.557,85.995,0.826,10.0
Horror,0.65,43.131,117,1995,0.679,72.712,0.83,8.324
Romance,0.009,28.48,99,2011,0.824,77.509,0.428,8.335
Horror,0.312,2.392,146,2000,0.492,80.921,0.582,7.021
SciFi,0.271,36.013,119,2022,0.077,80.278,0.781,7.844
Drama,0.662,29.761,117,2000,0.887,46.243,0.473,9.996
SciFi,0.145,7.499,136,2021,0.514,70.501,0.793,9.711
Action,0.129,19.098,109,2005,0.716,37.771,0.466,7.12
Comedy,0.449,32.498,90,2003,0.184,70.883,0.642,7.916
Action,0.445,33.953,97,1996,0.105,58.83,0.619,9.465
Animation,0.731,12.165,115,1995,0.861,51.184,0.366,9.558
SciFi,0.611,1.186,112,2021,0.906,46.205,0.632,8.447
Comedy,0.409,27.543,96,2011,0.761,78.073,0.518,9.368
Animation,0.535,33.15,85,2010,0.409,82.055,0.824,9.142
Horror,0.185,1.352,89,2023,0.334,50.394,0.901,6.555
Romance,0.439,30.696,109,2017,0.353,57.014,0.234,6.833
Action,0.668,0.5,98,2019,0.744,76.602,0.733,7.512
Horror,0.241,34.685,122,1996,0.546,84.12,0.242,7.981
Drama,0.283,26.613,81,1998,0.103,61.905,0.423,8.121
Romance,0.307,21.263,108,1995,0.081,64.864,0.735,8.063
Animation,0.243,6.316,101,2003,0.073,77.315,0.661,7.736
Comedy,0.841,45.627,107,2018,0.25,46.223,0.25,8.742
Drama,0.605,43.513,75,2001,0.57,99.654,0.912,9.793
Horror,0.513,38.328,128,2016,1.0,58.067,0.594,8.882
Animation,0.084,24.123,111,2011,0.22,80.374,0.851,9.388
Animation,0.256,23.051,120,2014,0.047,56.398,1.0,7.529
Comedy,0.715,47.929,113,2009,0.778,39.334,0.074,8.746
Comedy,0.519,33.117,132,2013,0.868,73.202,0.7,7.757
Drama,0.682,2.759,105,2009,0.157,94.524,0.679,8.34
Horror,0.72,9.576,98,1997,0.311,53.335,0.283,7.019
SciFi,0.0,23.012,123,2014,0.283,53.618,0.058,6.701
Action,0.277,26.697,114,2010,0.245,53.491,0.403,8.296
SciFi,0.521,8.989,123,2001,0.907,46.042,0.489,7.753
Action,0.547,54.44,80,2016,0.399,65.803,0.519,9.154
Action,0.698,61.831,114,2015,0.169,79.401,0.168,7.554
Action,0.394,40.941,126,2020,0.152,59.639,0.751,7.339
Action,0.393,29.458,117,2010,0.162,80.191,0.511,8.022
SciFi,0.12,37.332,111,2009,0.349,59.56,0.561,6.999
Comedy,0.292,43.297,111,2017,0.699,30.524,0.459,7.588
Horror,0.566,39.844,104,2005,0.779,69.782,0.166,8.51
Animation,0.179,27.177,116,2005,1.0,55.062,0.715,9.314
Romance,0.295,37.374,115,2020,0.219,39.116,0.681,7.797
Romance,0.872,37.668,100,1996,0.841,51.529,0.78,8.346
Romance,0.457,37.63,102,2003,0.451,53.203,0.73,8.316
SciFi,0.409,28.358,114,2023,0.542,60.153,0.508,8.652
Comedy,0.455,68.108,93,2020,0.465,69.277,0.0,9.296
Action,0.35,52.306,120,2014,0.107,68.698,0.531,7.322
Horror,0.186,16.25,97,2022,0.634,57.662,0.945,7.82
Romance,0.478,45.724,105,2010,0.749,53.843,0.406,10.0
Animation,0.192,33.347,86,2008,0.94,57.117,0.66,9.105
Comedy,0.327,18.809,110,2001,0.203,74.527,0.328,8.245
Romance,0.435,47.641,99,2017,0.321,45.668,0.531,8.479
SciFi,0.521,19.862,128,1997,0.576,57.961,0.709,8.101
Comedy,0.336,40.754,109,2000,0.425,78.85,0.741,8.735
SciFi,0.312,50.159,90,2020,0.423,37.147,0.889,8.444
Animation,0.41,17.353,121,2003,0.192,80.553,0.301,8.768
Drama,0.221,23.964,125,2018,0.363,96.397,0.261,8.646
Action,0.548,11.085,141,2023,0.652,80.535,0.768,9.486
Action,0.208,1.575,115,2020,0.428,67.371,0.025,6.657
Action,0.328,26.804,98,2012,0.583,81.59,0.446,8.775
Comedy,0.233,17.006,120,2016,0.681,57.728,0.359,8.446
Animation,0.945,52.219,141,2015,0.165,93.472,0.895,9.951
SciFi,0.223,48.415,133,2008,0.852,53.076,0.694,8.042
Horror,0.386,0.5,129,1995,0.639,75.0,0.354,6.902
Comedy,0.67,0.5,129,1999,0.864,80.519,0.788,8.544
SciFi,0.771,61.173,117,2001,0.396,25.384,0.003,6.986
Horror,0.294,49.168,134,2014,0.778,72.68,0.562,8.034
Action,0.846,29.466,113,2000,0.604,90.216,0.337,9.983
Animation,0.35,38.661,116,2020,0.407,61.474,0.557,8.225
Animation,0.454,37.289,117,2013,0.141,52.338,0.466,7.158
SciFi,0.375,19.52,111,2010,0.143,59.244,0.277,8.112
Drama,0.251,27.301,107,2024,0.779,44.314,0.587,8.158
Comedy,0.492,16.476,132,2001,0.656,77.86,0.12,8.116
Romance,0.664,29.308,128,2010,0.696,79.322,0.182,8.467
Drama,0.354,32.169,111,2006,0.69,61.046,0.9,8.978
Horror,0.318,22.571,137,1999,0.423,70.769,0.39,6.521
SciFi,0.235,27.858,107,2022,0.583,60.305,0.309,7.632
Horror,0.418,13.967,110,1998,0.419,64.575,0.262,7.152
Action,0.798,38.817,72,1997,0.355,57.47,0.806,7.894
Drama,0.921,32.279,127,2008,0.556,71.174,0.589,8.747
SciFi,0.695,37.757,131,2015,0.605,49.449,0.46,9.119
Animation,0.745,50.333,117,2015,0.573,57.91,0.205,9.317
Comedy,0.513,57.261,142,2000,0.761,62.338,0.341,8.376
Comedy,0.537,65.725,122,2008,0.983,35.767,0.419,8.263
Romance,0.677,31.577,114,2018,0.367,75.227,0.617,9.108
Horror,0.667,42.704,112,2003,0.359,83.108,0.57,8.716
Animation,0.155,48.344,116,1999,0.895,85.274,0.854,9.755
Drama,0.55,34.631,151,1999,0.563,73.55,0.405,8.759
Action,0.743,42.509,106,1997,0.449,72.726,0.612,8.686
SciFi,0.471,38.685,116,2000,0.303,78.678,0.62,8.366
Comedy,0.677,50.441,109,2008,0.972,59.194,0.297,9.378
Horror,0.625,21.889,135,2014,0.085,74.377,0.653,8.338
Horror,0.357,35.081,109,2013,0.096,75.775,0.443,7.52
Horror,0.215,8.71,88,2002,0.445,84.289,0.346,6.778
SciFi,0.357,31.915,88,2005,0.743,45.527,0.0,8.129
Animation,0.477,15.595,135,2003,0.0,67.425,0.733,7.716
Comedy,0.666,17.104,98,2004,0.323,78.395,0.674,9.019
Horror,0.493,43.524,91,2000,0.435,80.719,0.698,8.277
Animation,0.249,44.804,103,2012,0.303,44.938,0.315,8.038
Romance,0.453,44.394,96,2023,0.399,74.638,0.374,9.529
Romance,0.506,15.136,117,1998,0.434,61.721,0.588,7.148
Romance,0.191,63.707,95,2018,0.092,40.413,0.423,7.345
Romance,0.442,48.419,94,2016,0.5,51.329,0.379,8.732
Comedy,0.693,25.176,126,2015,0.529,85.465,0.741,8.85
Romance,0.58,33.144,124,2011,0.212,77.996,0.625,8.492
Romance,0.214,26.451,110,1995,0.329,65.187,0.559,7.799
Romance,0.69,54.403,116,2012,0.503,44.18,0.2,9.279
Action,0.39,22.267,107,2018,0.473,75.117,0.586,8.973
Drama,0.394,35.92,112,2009,0.066,54.431,0.633,7.879
SciFi,0.61,51.203,108,2007,0.615,54.482,0.501,8.269
Animation,0.535,36.717,132,2022,0.942,72.362,0.169,9.222
Animation,0.632,14.019,102,2016,0.825,75.718,0.608,10.0
Horror,0.449,10.965,123,2016,0.635,87.411,0.561,7.949
Comedy,0.456,26.864,107,2025,0.383,70.85,0.572,7.855
Action,0.241,43.872,99,2013,0.418,89.567,0.589,8.998
Drama,0.637,37.221,142,2008,0.683,45.995,0.606,9.535
SciFi,0.545,18.279,118,2017,0.221,62.675,0.902,9.455
Horror,0.388,26.643,107,2003,0.592,61.441,0.0,8.323
SciFi,0.349,13.465,95,1996,0.141,77.707,0.202,8.3
Action,0.302,41.275,125,2023,0.275,72.743,0.908,9.642
Action,0.499,24.187,106,2004,0.451,87.992,0.99,9.438
Romance,0.347,41.667,104,2003,1.0,32.467,0.542,8.681
Horror,0.711,36.435,116,2021,0.489,83.63,0.375,8.871
Action,0.741,53.137,122,1998,0.818,40.436,0.531,8.62
Comedy,0.519,23.339,95,2021,0.0,73.048,0.514,8.644
Action,0.335,48.389,139,2012,0.535,58.906,0.612,8.563
SciFi,0.226,35.355,96,2024,0.999,56.592,0.093,7.127
Horror,0.169,38.39,98,2007,0.427,80.254,0.354,7.375
Animation,0.554,29.069,101,1998,0.339,56.971,0.296,8.554
Comedy,0.0,30.027,118,2006,0.483,69.593,0.474,7.651
Drama,0.513,34.773,96,2016,0.348,67.191,0.585,7.6
Drama,0.391,36.587,121,2019,0.272,44.563,0.512,7.917
Romance,0.349,43.115,122,2009,0.0,47.508,0.331,6.349
Drama,0.341,11.742,119,2011,0.0,49.341,0.516,7.376
Drama,0.979,58.246,105,2009,0.283,52.23,0.801,8.738
Animation,0.61,0.5,109,2022,0.772,64.026,0.456,7.576
Horror,0.221,44.357,100,2003,0.683,63.592,0.521,8.126
Drama,0.508,43.825,93,2003,0.636,71.846,0.743,9.189
Romance,0.701,25.693,111,2017,0.565,39.047,0.467,8.22
Romance,0.512,45.338,108,2012,0.197,51.886,0.95,8.163
Action,0.253,31.65,125,2001,0.512,57.713,0.499,7.39
Comedy,0.786,35.308,116,1999,0.634,82.347,0.434,10.0
Horror,0.446,37.728,133,2013,1.0,61.845,0.464,8.501
Animation,0.556,14.486,104,2020,0.68,74.641,0.577,8.381
Comedy,0.472,33.02,125,2001,0.156,54.085,0.895,7.671
Animation,0.539,17.503,94,2024,0.703,41.381,0.385,8.568
Romance,0.674,24.46,70,2014,0.547,66.053,0.196,9.293
Action,0.583,31.957,107,2004,0.665,72.408,0.901,8.428
Comedy,0.413,49.612,115,2019,0.406,32.424,0.464,8.252
Horror,0.433,4.723,100,2004,0.462,44.006,0.353,6.535
Romance,0.246,28.808,107,2002,0.466,65.664,0.207,8.347
Action,0.35,25.03,100,2012,0.394,61.211,0.608,8.566
Romance,0.185,7.642,77,2023,0.697,66.571,0.898,8.025
Animation,0.481,23.475,121,2006,0.877,51.623,0.321,8.462
Animation,0.835,33.309,122,1995,0.989,75.278,0.207,8.906
Romance,0.621,20.556,140,2011,0.256,53.238,0.592,7.625
Action,0.34,40.099,110,2003,0.774,43.078,0.883,9.307
Horror,0.587,0.572,127,2008,0.451,60.134,0.23,5.959
Comedy,0.322,46.603,100,2018,0.488,48.379,0.705,7.581
Drama,0.2,27.981,126,2021,0.0,65.228,0.273,8.467
Action,0.206,25.576,110,2003,0.637,70.832,0.688,8.863
Action,0.502,22.532,112,1998,0.457,51.517,0.736,8.134
Action,0.415,42.036,81,2013,0.625,78.291,0.393,9.144
Horror,0.278,42.042,111,2006,0.323,68.282,0.514,7.247
Comedy,0.368,20.638,98,2024,0.362,66.081,0.602,7.373
Comedy,0.152,19.389,108,2003,0.965,68.573,0.303,8.137
Romance,0.435,25.607,119,2025,0.741,69.525,0.614,9.218
Horror,0.624,0.5,117,2000,0.695,57.059,0.509,7.337
Horror,0.398,36.932,127,2007,0.132,66.398,0.628,7.319
Comedy,0.541,37.866,117,2000,0.288,64.991,0.588,7.195
Action,0.524,34.181,126,1998,0.687,45.908,0.334,8.39
Horror,0.77,24.992,106,1996,0.86,65.28,0.633,9.563
Drama,0.324,36.187,115,2017,0.709,62.564,0.301,7.981
Drama,0.512,17.671,126,1995,0.453,45.463,0.114,6.58
Comedy,0.855,30.079,94,2001,0.875,72.16,0.638,10.0
Horror,0.432,4.438,115,2019,0.7,71.147,0.4,8.724
Animation,0.501,32.411,108,2025,0.155,65.431,0.335,7.354
Action,0.21,10.491,74,2008,0.887,60.451,0.377,8.459
Romance,0.081,35.801,103,2020,0.564,48.048,0.355,7.938
Horror,0.24,15.347,105,1997,0.602,44.908,0.605,7.607
Romance,0.672,41.228,77,1995,0.333,43.801,0.806,7.551
Comedy,0.4,36.575,117,2010,0.668,74.827,0.783,10.0
Horror,0.601,13.569,106,2008,0.793,68.227,0.789,9.691
SciFi,0.693,28.818,112,1995,0.674,60.793,0.708,7.999
Comedy,0.275,22.086,117,2002,0.422,63.3,0.407,8.215
SciFi,0.668,20.385,95,2007,0.375,72.026,0.912,8.559
SciFi,0.479,23.178,104,2016,0.359,51.266,0.504,9.457
Comedy,0.753,37.188,106,1998,0.663,71.967,0.816,8.679
Animation,0.313,48.569,102,2009,0.599,85.416,0.118,9.273
Animation,0.361,35.87,117,2003,0.407,77.642,1.0,8.922
Horror,0.681,25.595,83,2007,0.862,33.778,0.049,7.366
Drama,0.715,22.489,105,2003,0.629,46.881,0.378,7.439
Action,0.402,49.697,94,2013,1.0,78.329,0.735,9.481
Drama,0.719,35.261,103,2016,0.747,70.247,0.691,10.0
Horror,0.469,20.852,133,2017,0.36,81.023,0.537,7.992
Drama,0.348,33.901,105,2013,0.706,75.269,0.549,8.602
Action,0.638,54.294,105,2012,0.781,87.827,0.462,10.0
Romance,0.265,62.946,111,2010,0.453,48.497,0.673,7.669
Animation,0.193,27.126,113,2002,0.518,54.145,0.252,8.471
Romance,0.622,49.449,79,2025,0.615,73.802,0.119,8.806
Comedy,0.341,0.5,106,1997,0.312,61.977,0.255,5.607
Action,0.69,17.858,119,2002,0.268,39.375,0.596,6.743
Horror,0.53,36.987,141,2021,0.462,81.153,0.878,9.298
Romance,0.146,24.401,98,2024,0.471,79.758,0.487,9.694
SciFi,0.681,75.158,116,2016,0.973,62.132,0.475,9.68
Romance,0.383,15.19,106,2018,0.493,58.659,0.509,8.015
Drama,0.403,21.163,137,2023,0.239,71.925,0.433,7.555
Horror,0.427,25.555,133,1996,0.622,71.34,0.483,8.431
Animation,0.714,40.72,111,2015,0.578,94.994,0.402,10.0
Drama,0.7,16.774,120,2020,0.82,50.978,0.783,8.789
SciFi,0.601,22.717,92,2015,0.455,66.126,0.093,7.735
Action,0.778,27.625,121,1997,0.357,77.043,0.401,8.653
Comedy,0.565,21.553,105,2011,0.413,54.589,0.274,7.405
Action,0.549,36.852,129,1995,0.703,74.199,0.723,8.915
Horror,0.795,48.328,98,1997,0.559,84.954,0.419,9.102
Romance,0.684,55.576,129,2011,0.376,44.716,0.61,9.009
Horror,0.659,37.928,124,2020,0.385,49.377,0.471,8.45
Animation,0.633,37.906,95,2013,0.473,46.864,0.424,8.197
Action,0.442,30.644,108,2012,0.554,67.574,0.656,8.433
SciFi,0.695,22.303,120,2017,0.641,76.655,0.378,9.242
Comedy,0.264,20.473,110,2000,0.351,48.223,0.738,8.832
Romance,0.742,10.914,112,1997,0.37,48.034,0.471,8.272
SciFi,0.099,32.869,140,2001,0.514,91.426,0.518,8.003
Animation,0.599,13.357,114,2007,0.21,73.186,0.385,7.921
Action,0.264,9.127,107,1999,0.355,75.193,0.33,7.618
Comedy,0.59,48.801,110,2021,0.703,96.021,0.186,9.376
Horror,0.726,46.979,126,2021,0.514,69.927,0.994,9.862
Animation,0.094,13.653,112,2018,0.618,62.704,0.713,8.064
Comedy,0.371,50.926,92,2007,0.536,73.315,0.913,9.597
Action,0.581,32.852,113,1999,0.458,53.146,0.63,9.329
Horror,0.563,52.081,133,2010,0.631,78.382,0.188,7.595
Animation,0.574,4.781,86,2017,0.979,44.995,0.355,7.699
Horror,0.648,38.993,99,2007,0.352,51.465,0.658,7.619
Romance,0.762,22.349,93,2002,0.648,89.509,0.844,9.486
Drama,0.77,58.768,129,2016,0.0,47.746,0.771,8.562
Comedy,0.709,39.174,107,2021,0.584,68.139,0.462,10.0
Romance,0.541,30.259,104,2002,0.233,42.617,0.701,7.099
SciFi,0.804,54.668,131,2005,0.879,70.398,0.742,9.837
Animation,0.676,21.584,113,2007,0.512,53.651,0.765,9.098
Horror,0.651,47.077,99,2022,0.04,54.808,0.538,8.028
SciFi,0.457,16.24,126,1998,0.292,61.8,0.748,6.825
Horror,0.342,31.511,141,2011,1.0,45.059,0.345,8.111
Animation,0.507,38.712,114,2025,0.423,56.807,0.504,8.445
Comedy,0.325,31.488,101,2007,0.31,62.171,0.913,7.496
Romance,0.395,30.096,137,2017,0.507,81.457,0.244,8.606
Romance,0.695,42.159,113,2018,0.466,66.966,0.547,8.861
Animation,0.428,38.731,129,2007,0.901,74.69,0.452,10.0
Romance,0.601,33.51,120,2023,0.179,75.451,0.569,9.145
Animation,0.566,21.28,142,1996,0.544,61.545,0.171,7.259
Comedy,0.456,44.862,116,1998,0.435,37.964,0.329,8.689
Action,0.633,49.107,122,2025,0.428,62.571,0.722,9.668
Comedy,0.316,26.583,106,2018,0.571,98.742,0.404,8.219
Horror,0.367,35.094,102,2024,0.576,53.786,0.266,7.797
Comedy,0.398,22.735,95,1997,0.081,100.0,0.515,7.663
Horror,0.944,3.865,113,2022,0.019,51.282,0.825,8.416
Action,0.668,43.534,113,2012,0.854,57.639,0.498,9.277
SciFi,0.08,44.201,93,2004,0.288,71.63,0.485,7.384
Drama,0.448,40.02,122,2002,0.247,67.463,0.736,7.845
Animation,0.472,14.841,92,2022,0.525,79.3,0.669,8.031
Romance,0.755,3.151,104,2001,0.346,70.949,0.0,6.876
Romance,0.446,35.017,92,2020,0.075,54.378,0.286,6.555
Comedy,0.655,15.714,117,2011,0.646,49.234,0.155,7.672
Horror,0.448,25.02,88,2000,0.782,77.847,1.0,7.799
SciFi,0.247,30.54,109,2004,0.337,59.575,0.372,8.298
